id	filename	md5	size	state
eeaa05d5-45b9-49f8-980f-af698f3ced48	6929671144_R01C02_Grn.idat	0d64dec1e8a1ae5938444f2fa1fd407a	8095260	live
7088e9ae-8a84-4d90-b7dc-9a00ac416b68	6929671031_R03C01_Grn.idat	5723846c349fa83dd87b43554ce36b0e	8095268	live
6f603fb0-f341-43a0-92b1-183aa1dbe7d6	6042308099_R03C01_Red.idat	f6965e6b5d7c78141f5f91999edbc7fa	8095236	live
7a4df8d8-244e-4156-bd72-7f88a9142a8e	6929671148_R02C02_Red.idat	a893188675d365193e29eecd81fc5ee3	8095260	live
d75df557-fe09-419a-be4d-56de3ecbebef	8784241084_R01C02_Red.idat	6220489c524a0ade97f1708d443742c8	8095297	live
aa2b6799-9c64-42ba-bf7a-cc75175d2385	8784241064_R05C02_Grn.idat	3aaf886d3328e78e7a0e5d9cd9eda1fd	8095338	live
71d556cc-2e77-40cf-9996-c07ad40d56e6	6929671032_R01C02_Grn.idat	12de4a6640431627a4742582afbb4a89	8095259	live
cf4eb474-1b85-494a-b354-542f4a96e028	6929742045_R03C02_Grn.idat	43d288c14d0808e2b38e0c3a43617c20	8095255	live
a98ff20d-e22d-4308-930f-b8d607f4442c	6285625064_R03C02_Grn.idat	9fb23c459d9d861cfe0dfe834291eedc	8095278	live
bd748c1a-85f4-4be0-8616-5b0028d3a980	8784241132_R06C01_Red.idat	0b8d9139439d02c8a551ecb7d72eb820	8095311	live
3b4dff93-f8e5-4023-bf19-23dea1f2d355	6285650106_R03C01_Grn.idat	58a9ec77bf6d7d17a8f5d8b5f9b115ff	8095260	live
1ab15685-e8bc-4780-862c-b250f5f2fe0a	3999510111_R02C02_Grn.idat	38e6e6dbb4ee11df83b3b0aab4c29c12	8095273	live
2ba1a5e9-2a72-4ea0-b87d-6eda9d7ecf01	8784241132_R04C02_Grn.idat	6c0803b3b978ba4acc14d07b18ec6a31	8095305	live
2073aab8-249d-4773-9a33-03c6d0a3892e	6285633063_R06C01_Grn.idat	d74e0961aeeef0749c939983d7527e23	8095233	live
8c2a6631-adb4-4341-9831-ef4f0b08d89d	9305216009_R01C02_Grn.idat	1a32568a7598e51dfc8a744706b9165d	8095273	live
4a86e919-18d5-45f5-af30-0c592a95c79a	6285625099_R04C01_Red.idat	28d33cc42877f96cd76c5e11affeb4fc	8095253	live
6dcee83c-f7f4-47fc-8482-9848be9dd730	9305216009_R03C02_Grn.idat	a0e443330a583dd445d83e19469384f0	8095272	live
0eecf382-e662-4684-a0d3-d8d0667443c4	6929671032_R03C01_Grn.idat	e1c2e21d0ac990daa1a03f556664c5b6	8095260	live
1ae4e372-28c5-4643-a27d-49d1d510d6b8	9305216011_R04C01_Grn.idat	e72549d16a0c5feac71f8d2c46b55cc8	8095280	live
55bd5540-9194-4465-9a09-1d6d74d5019b	8784241064_R03C01_Grn.idat	a504d6fe2cd4eac09ee96c34c37c8b56	8095316	live
5c1ae224-40e3-41ec-b0b6-a5d2af72c926	7786923075_R01C01_Red.idat	982c973f8076df05996e15727c3cc43c	8095265	live
b80a5fa6-64d5-4104-9381-e0c0cc97ab9b	6285625090_R03C02_Red.idat	c608ec9087de4408497877a2c570a032	8095268	live
4dcd1082-502e-4bad-aeec-48b5a8a359de	6285650106_R02C02_Grn.idat	acc2d6333e2127adada9520ed7aedc61	8095262	live
bf5db570-ea14-4505-a3cf-ba319abde821	6264488083_R01C02_Grn.idat	68ac97d8c3de09cbe66bab21889586c6	8095260	live
e179e19b-78fd-40d8-81a5-e23f9a69ae7f	8784241063_R06C02_Grn.idat	11ab1a27ae7994a8a1fd7c663f8f054a	8095308	live
a388df53-4eb0-4a24-9b77-43a9eecced53	8784241063_R04C02_Red.idat	df7d3a3c2ab8beef7ea7a9067dab7f89	8095304	live
48b07678-d9ab-4ef8-b09d-18d5cf8b6899	6264488026_R06C02_Red.idat	ced505c5a92e65cd3b18b79f3ecd9d0d	8095296	live
7a6397b3-57e5-4e4e-ad7e-dc1f70e4e438	6285625068_R04C02_Grn.idat	c147c9a6fbf0533d489749693ed1d541	8095282	live
e067f876-b601-4481-88f0-8a871ae21be5	9305216007_R03C02_Red.idat	55dbf7262c5953cedd6bdfba1c997e9f	8095278	live
4a5e9760-5787-40ad-9849-6e09bf8fa715	6929742041_R01C01_Red.idat	ac88a7cd62ac667eb44662fe0b854830	8095266	live
68d451d2-dbdf-4f7c-be77-51b1d705a8b7	7786923090_R03C02_Red.idat	6c9e8255206beb78e14fcc0dbc6c1af8	8095272	live
90a54883-3f2d-4e93-a88c-cfd18ad6a21b	6285625090_R04C02_Red.idat	c38f35836b78e83291849fded473b6ce	8095268	live
5ed48831-f314-46cb-9a12-2e457820c2ab	8784241084_R01C01_Red.idat	09195afb9cb0a29b26cb4629f857c009	8095296	live
ba94103d-a1a2-435e-a066-989ae8b3faec	8784241063_R04C01_Grn.idat	f5b1060c4d0df90ce198cb2fc32b8136	8095308	live
0c1f2f52-166f-4950-9ef6-6b2c3b8550ac	8784241064_R06C01_Red.idat	6e2d816bc98a540555409ca115036a3a	8095339	live
59bf58eb-3fd5-418f-9c7e-991b74b07d2c	6929671032_R02C01_Red.idat	f13babcf20db1f3dea734bbfa6666c73	8095260	live
ee946a15-f13d-476e-9f78-112785df78fd	6042308156_R03C01_Red.idat	b4616606bb6c561f2e516c3cf45eaf82	8095236	live
5e2c4193-aa23-456c-82e2-8a7cb738b2fe	7786923075_R06C01_Red.idat	7db5f6501b11abc66c91e549b4bd37ea	8095271	live
eb58af23-0e68-428a-a53b-631b3587511c	6929671148_R03C02_Red.idat	ddfe74337189ff125f7709840dfe40dd	8095256	live
b338dcaf-c26b-4f9e-b1cf-72ece80a7b4a	6264488067_R03C01_Grn.idat	042a4f865cf5cdfa566471794a31a4b7	8095272	live
89df9b65-e1bc-43d8-930f-dffa8e9b04d2	6285650106_R01C02_Grn.idat	1f97917172768f7990d062473eb09f92	8095268	live
d5df0c2c-67d5-4eb5-9ba3-3a2ffd22b22e	8784241110_R03C02_Grn.idat	cbf20888cd6a3f85922d839eeac2e39d	8095288	live
4d4e11e1-fad1-4759-a598-ee4658a799c2	6929742045_R04C01_Red.idat	c1ae29aab8d226e7bea2dfb51c562c07	8095254	live
908a7bae-b2b0-44ce-aa98-bac422441901	6264488026_R03C01_Red.idat	4be9e073171cdb2de32ca855ed00202a	8095272	live
250e0fe5-6ef6-4e8f-8383-036421fd68ee	3999510111_R01C01_Grn.idat	d1fdf32a89f47829661b02c48c7de60f	8095278	live
3f80a6db-e8fc-4d43-88a1-3d566c6fbdef	6264488083_R04C02_Red.idat	383e045a622669e21fdda65b22b7e9a1	8095258	live
a414bfac-e12c-4a8d-b339-2518ea7d3b77	6929671148_R06C02_Grn.idat	d5bd1b273ab5fdd74be4852781c38d10	8095260	live
6e77c112-23cc-405e-bf78-9853fd270e11	3999510111_R01C02_Grn.idat	1f62dd60e89ef06590f5ab176cf8bacf	8095273	live
aa947629-273e-4d54-aef5-4da8a9fdd903	6285633020_R06C02_Grn.idat	cbef57f6943f9d17d118a9097875958c	8095278	live
f027067f-dbf8-4a98-8a88-4bebf458bbe0	8784241120_R04C02_Grn.idat	7a137787705916f6fd2f697480471776	8095289	live
eb974ffd-5389-4874-8233-d1d59d794298	6285625072_R03C02_Grn.idat	07d16c6a06aa29a801f92ddd5c59f2c4	8095260	live
c80e4b59-5f90-42a0-bb4e-eafce9db082b	6042308138_R04C02_Red.idat	b998d82468697ebc664df8a22dbf79c6	8095234	live
f14625cf-dff1-4cf2-a980-5589c6b7d58c	9828653011_R04C01_Red.idat	2db358eec3bbaa549a17d15ea677ef6f	8095264	live
47d84035-5757-4fa3-bbd1-7905e777c7c9	7786923075_R02C01_Red.idat	48467bf358a4cfa743aa4a68f389898e	8095272	live
